Date,Revenue (in million $),Profit (in million $),Stock Price ($),Market Sentiment,Number of New Customers,Customer Retention Rate (%),Expenses (in million $)
2030,434.93,12.18,211.49,Negative,7079,63.23,160.03
2031,115.78,12.03,79.81,Neutral,7583,61.96,126.86
2028,466.01,131.49,142.54,Neutral,6051,86.65,263.69
2026,256.55,134.42,110.06,Neutral,5147,74.7,184.69
2028,192.72,136.2,258.48,Positive,1559,75.56,58.41
2023,267.38,58.24,174.54,Neutral,3072,75.57,84.98
2031,290.25,69.42,265.09,Negative,6497,74.08,159.91
2024,371.73,75.87,146.97,Negative,7182,74.84,262.28
2026,105.37,69.2,96.9,Positive,9559,75.6,219.99
2026,190.76,140.1,229.36,Positive,4606,67.03,180.32
2025,184.72,129.16,156.85,Positive,3631,83.66,91.8
2030,291.24,80.73,262.8,Negative,6196,89.29,225.05
2027,166.52,108.75,122.89,Neutral,5087,86.25,266.99
2027,318.24,108.95,247.6,Positive,4904,67.85,178.15
2027,335.65,100.67,162.94,Positive,5860,69.98,257.85
2029,318.44,39.96,168.88,Negative,6278,63.89,237.52
2031,107.96,107.86,113.23,Positive,6419,72.09,283.8
2024,194.26,135.23,96.07,Negative,9938,68.13,126.06
2023,385.38,139.67,72.11,Negative,5708,71.94,127.54
2032,411.64,110.66,174.19,Neutral,7618,78.71,257.55
2023,420.16,91.9,299.26,Negative,2351,72.84,74.66
2028,123.74,102.06,270.78,Negative,8947,70.62,255.23
2029,449.64,60.27,61.37,Negative,3318,87.34,255.16
2025,247.19,20.87,228.37,Positive,9702,79.36,154.35
2024,212.5,143.48,63.39,Negative,7935,74.34,105.87
2023,176.32,87.4,113.31,Neutral,5431,60.86,99.93
2029,123.85,123.74,125.17,Positive,3525,78.4,138.45
2024,115.18,30.57,279.27,Neutral,4414,85.76,81.64
2031,156.82,108.67,276.27,Neutral,8511,66.81,52.01
2024,312.54,38.18,121.17,Neutral,4239,74.11,129.34
2027,414.47,62.77,75.09,Negative,3525,77.98,64.39
2025,447.08,10.3,145.06,Positive,1461,70.15,252.02
2027,246.01,136.63,175.81,Negative,6739,89.93,173.38
2024,305.23,123.96,244.22,Positive,6922,81.24,113.55
2031,238.57,12.69,256.3,Positive,9159,67.38,174.29
2027,358.56,86.35,62.8,Neutral,4890,75.16,211.93
2030,350.47,50.15,292.31,Positive,5599,71.98,211.25
2024,207.71,92.68,202.54,Negative,5270,76.89,287.59
2023,215.47,141.32,256.42,Neutral,6142,72.55,189.83
2025,209.89,77.17,236.43,Positive,8933,85.21,130.9
2029,141.43,127.28,88.19,Positive,9527,79.25,167.98
2024,363.99,112.68,147.16,Neutral,5899,70.33,223.44
2028,349.38,58.11,88.5,Neutral,6062,71.83,219.27
2031,119.31,10.14,200.05,Negative,5204,86.42,131.81
2032,283.66,45.25,142.58,Positive,4052,75.72,176.26
2027,489.61,137.6,90.43,Negative,1743,70.82,249.62
2024,274.42,97.24,260.14,Positive,8506,66.25,165.44
2032,217.86,17.0,171.81,Positive,1434,67.57,153.67
2027,119.78,128.83,52.49,Neutral,7347,78.83,130.46
2032,110.23,121.54,200.04,Negative,4546,65.0,182.16
2028,219.22,14.91,59.31,Negative,2592,75.95,65.53
2031,272.69,73.42,178.22,Negative,3231,67.59,251.98
2023,230.79,71.95,211.74,Positive,6700,78.61,186.05
2032,476.5,93.88,298.03,Negative,9276,72.38,241.06
2025,278.18,109.97,266.89,Neutral,6413,85.6,149.54
2028,271.14,56.29,72.58,Positive,6285,84.76,66.6
2023,406.91,136.75,152.37,Negative,3070,74.84,102.82
2029,274.16,66.27,193.93,Negative,5570,82.5,177.47
2024,108.01,89.8,133.63,Negative,4257,88.23,180.29
2031,382.05,129.04,158.52,Neutral,6903,67.55,135.86
2028,176.8,41.48,117.89,Negative,2655,79.58,264.04
2028,429.49,67.38,297.7,Positive,4123,75.89,130.43
2023,228.41,41.49,269.46,Neutral,3309,76.89,198.42
2032,201.61,130.36,225.05,Neutral,6987,62.73,168.48
2032,183.35,102.58,277.81,Negative,4681,72.52,290.72
2028,399.33,131.63,184.14,Negative,4090,64.2,137.07
2026,258.88,39.71,277.81,Neutral,6538,70.73,122.69
2030,329.21,13.33,149.23,Positive,7655,81.43,63.89
2024,331.65,96.42,151.29,Positive,8425,70.92,289.86
2031,472.84,110.42,241.15,Negative,4392,72.59,171.26
2031,478.05,40.02,68.54,Positive,5939,85.43,298.15
2027,256.98,60.72,129.65,Positive,1774,74.9,200.0
2026,316.38,48.45,232.66,Neutral,2369,81.44,232.56
2024,384.85,69.18,212.87,Neutral,6367,62.09,153.37
2029,463.55,40.1,101.15,Negative,4626,82.46,159.28
2026,326.99,143.1,199.45,Positive,2082,70.59,85.77
2023,275.78,51.7,163.98,Positive,2452,83.96,110.83
2028,115.45,27.96,106.16,Negative,1244,84.28,291.96
2029,390.96,61.9,96.09,Neutral,2792,67.91,66.25
2027,433.11,55.68,231.96,Neutral,7118,68.62,285.04
2024,459.15,43.96,138.28,Positive,2774,70.97,287.4
2032,192.44,81.26,271.95,Negative,3263,71.84,143.12
2030,309.78,147.33,188.21,Positive,6930,83.96,264.14
2030,294.56,41.47,98.79,Neutral,4034,83.31,107.25
2030,131.65,101.91,54.61,Negative,8535,73.53,53.84
2028,389.06,54.99,231.15,Positive,6008,79.4,95.66
2025,235.64,109.39,61.97,Positive,4944,81.15,106.72
2025,204.21,100.41,79.4,Neutral,6761,77.92,168.12
2028,408.57,10.31,272.19,Neutral,5238,84.19,91.04
2032,297.53,53.7,170.44,Positive,5554,70.82,217.33
2032,188.0,11.23,229.03,Neutral,3204,83.6,134.73
2027,382.91,104.03,99.05,Neutral,9509,67.57,54.64
2027,138.78,59.17,259.31,Negative,3542,89.59,72.14
2025,248.96,118.69,198.98,Positive,7026,82.73,79.49
2028,201.84,142.84,208.86,Negative,2772,81.67,230.51
2032,297.62,17.73,288.66,Neutral,3696,80.92,176.56
2026,237.21,35.79,76.61,Negative,3562,88.85,187.24
2031,329.98,134.59,212.72,Neutral,6248,83.97,180.67
2027,151.53,129.74,196.85,Neutral,7897,88.13,63.41
2024,297.3,130.03,76.12,Positive,1703,68.61,76.16
2028,153.77,123.97,201.53,Neutral,8696,63.48,218.23
2032,134.32,145.73,59.67,Positive,8245,85.38,168.05
2024,348.87,91.93,120.22,Neutral,3628,69.12,162.43
2025,140.09,140.5,143.63,Positive,5066,71.62,200.05
2030,337.2,115.83,211.21,Positive,7209,81.95,114.22
2024,433.78,60.51,203.05,Positive,8528,61.99,103.98
2025,482.33,122.05,216.99,Neutral,4030,83.77,173.69
2026,264.71,76.33,153.63,Positive,4004,66.9,51.43
2030,217.57,45.55,204.99,Neutral,7665,74.86,202.31
2024,337.97,55.48,56.34,Positive,1659,66.44,258.62
2032,422.0,42.21,114.0,Negative,3471,83.25,158.27
2029,122.43,92.8,264.58,Positive,4881,67.28,130.94
2029,228.0,57.53,220.04,Neutral,6626,87.87,105.63
2031,174.86,14.57,286.46,Positive,9045,84.93,215.25
2025,397.67,135.59,281.54,Neutral,4761,77.31,214.37
2032,156.2,64.51,152.89,Positive,7563,82.2,162.03
2026,226.79,108.6,113.2,Neutral,2672,76.83,125.06
2032,219.95,39.94,59.45,Negative,5722,78.44,262.3
2026,338.55,127.0,238.77,Negative,1676,67.72,191.02
2025,467.01,86.51,176.49,Negative,9526,64.22,267.42
2025,497.45,22.89,110.17,Neutral,7321,71.86,166.58
2027,469.63,103.86,282.82,Neutral,8726,86.86,62.63
2026,462.75,77.83,165.08,Neutral,4907,64.48,167.29
2028,382.73,78.5,97.74,Negative,4692,72.54,71.41
2028,352.18,84.19,67.25,Neutral,7655,87.73,228.1
2024,284.46,53.56,172.59,Neutral,3382,65.05,241.87
2023,446.34,28.5,198.87,Neutral,6600,88.11,91.76
2030,143.26,45.22,117.99,Positive,4342,61.0,72.77
2031,132.74,52.11,106.12,Positive,4871,70.72,291.5
2024,118.22,52.03,182.78,Negative,3824,82.3,104.24
2025,231.82,63.43,204.51,Negative,8925,71.76,276.23
2024,142.1,117.65,222.16,Negative,2896,82.03,167.65
2025,314.65,144.12,197.13,Positive,4139,68.18,268.75
2028,241.21,145.7,129.67,Positive,1578,79.02,56.03
2024,362.31,99.83,102.37,Negative,7283,77.09,269.15
2031,311.52,115.53,159.83,Positive,9046,71.05,211.56
2025,107.26,111.14,258.88,Positive,2099,73.44,262.82
2028,446.45,113.94,287.24,Neutral,1005,71.47,161.75
2032,459.99,106.34,296.49,Neutral,6083,66.49,242.87
2027,348.01,30.63,89.99,Negative,3069,83.46,253.07
2026,395.81,70.7,109.9,Negative,9644,88.29,94.91
2026,368.84,45.31,131.19,Negative,9359,70.5,195.08
2023,183.5,78.01,71.49,Negative,1343,66.32,134.69
2032,337.25,62.12,120.01,Positive,7344,60.92,230.95
2031,353.53,89.67,145.65,Negative,9558,76.06,279.73
2029,356.04,95.07,88.36,Positive,1903,63.85,116.3
2026,395.8,119.71,125.46,Neutral,5507,71.69,201.61
2028,495.19,11.13,159.37,Positive,6468,60.74,145.94
2027,172.24,15.38,118.76,Negative,9556,67.46,158.06
2027,270.97,140.46,121.48,Positive,1305,63.06,173.39
2030,208.46,51.54,260.49,Neutral,7940,79.09,148.47
2023,363.04,126.85,189.6,Negative,1750,73.84,165.69
2028,285.0,49.12,107.74,Positive,6768,65.13,156.47
2028,289.75,59.16,140.27,Neutral,2701,76.61,229.47
2027,331.86,10.15,275.16,Positive,2024,70.98,257.3
2030,209.85,48.23,125.66,Negative,6046,67.53,198.45
2027,473.07,47.03,87.47,Neutral,7598,63.41,84.69
2029,117.68,44.25,241.39,Neutral,7445,88.97,52.06
2030,188.92,17.48,203.78,Neutral,7707,81.21,196.92
2027,290.04,41.35,263.29,Positive,2790,73.74,82.96
2031,264.07,58.67,79.1,Neutral,6311,68.47,123.9
2023,156.91,109.19,66.98,Negative,1868,73.95,287.9
2030,435.32,112.37,216.08,Negative,2076,79.2,243.04
2023,331.63,42.47,61.67,Positive,8777,69.41,160.65
2025,406.45,19.57,256.6,Positive,7255,86.6,232.44
2023,301.16,74.84,89.4,Neutral,8518,82.29,279.22
2032,167.95,63.63,267.9,Negative,3688,63.46,159.48
2031,170.92,130.77,148.19,Positive,6891,68.22,199.41
2030,107.55,27.82,245.51,Negative,1622,69.6,59.3
2032,271.54,116.18,142.95,Negative,2634,81.87,154.92
2023,239.79,139.04,283.24,Neutral,3779,87.53,162.53
2025,286.79,41.89,99.84,Neutral,8098,82.66,201.27
2025,389.88,58.97,128.33,Positive,4555,73.09,295.21
2024,104.39,33.77,213.13,Positive,4069,83.64,113.47
2032,375.19,55.19,186.37,Positive,9486,73.58,270.3
2028,121.34,128.66,207.38,Negative,9445,86.7,261.33
2032,147.85,68.34,68.19,Positive,1400,62.64,220.77
2031,250.28,116.1,182.56,Negative,1084,67.8,285.48
2026,377.92,21.15,198.64,Positive,8619,80.53,142.48
2026,423.27,28.29,290.74,Positive,5543,74.88,282.61
2026,460.29,23.84,79.28,Positive,6153,88.79,208.27
2030,432.66,135.44,153.66,Negative,2102,85.85,93.57
2029,109.99,65.93,296.49,Neutral,9107,87.15,267.34
2026,322.69,54.7,148.11,Neutral,1016,80.5,115.62
2032,184.95,130.06,64.65,Negative,4240,72.99,225.74
2026,262.86,148.32,245.89,Positive,7651,63.45,154.45
2027,330.7,33.17,150.68,Negative,4977,77.21,285.81
2032,476.13,51.11,153.93,Negative,2161,70.43,291.29
2025,259.44,47.9,299.83,Positive,5592,86.53,219.06
2026,451.87,59.74,77.32,Neutral,5768,74.65,175.7
2029,116.82,93.75,263.71,Negative,6020,82.2,206.93
2029,421.58,122.0,283.95,Neutral,2494,60.54,104.06
2024,385.02,61.51,134.17,Negative,4767,77.3,290.96
2023,488.56,21.72,275.31,Neutral,7834,85.54,276.56
2024,318.71,114.1,134.77,Positive,7947,63.06,68.26
2023,220.64,95.79,60.75,Neutral,4174,65.41,231.03
2026,371.65,94.97,191.2,Neutral,9830,84.65,80.57
2027,265.63,45.52,267.44,Neutral,9490,67.9,50.98
2029,140.09,115.61,119.02,Negative,5304,62.61,121.66
2025,461.73,27.89,286.98,Neutral,3099,69.17,173.88
2032,200.29,135.24,228.78,Negative,8662,67.33,133.78
2026,310.22,83.97,290.37,Neutral,4911,74.39,252.93
2026,206.32,31.15,225.18,Neutral,4766,87.68,82.31
2031,479.98,122.79,144.39,Negative,6316,88.13,82.13
2027,435.37,129.77,257.76,Neutral,7229,83.57,130.34
2024,379.82,51.07,254.78,Positive,9102,77.19,164.59
2024,294.23,58.0,154.59,Neutral,1135,87.32,228.92
2028,227.86,63.36,203.43,Neutral,5571,74.45,150.16
2030,428.45,70.9,231.82,Neutral,5681,72.09,54.13
2031,243.68,91.26,68.49,Neutral,3652,86.69,202.17
2023,499.5,62.06,124.7,Negative,5923,78.89,248.79
2032,222.16,107.41,287.78,Negative,7064,86.52,237.04
2031,462.2,15.17,104.95,Negative,8504,77.36,141.07
2024,454.79,37.77,237.15,Positive,6084,84.39,79.6
2031,139.25,72.57,233.5,Positive,1783,68.57,266.19
2026,204.45,56.88,166.07,Negative,3538,89.11,187.91
2025,298.2,24.93,136.4,Negative,3657,71.46,198.6
2030,250.1,93.86,264.07,Positive,8323,80.69,152.21
2031,207.49,101.29,83.66,Positive,2987,64.93,238.31
2025,123.97,12.63,293.48,Positive,2310,76.86,116.12
2024,298.67,67.03,224.72,Neutral,2139,79.33,228.51
2025,336.66,53.47,298.61,Positive,8765,86.78,65.14
2029,145.72,84.67,264.5,Positive,4936,71.98,176.97
2024,233.06,21.85,286.06,Positive,7506,76.96,112.17
2029,279.0,102.7,226.67,Negative,7651,60.66,52.09
2032,195.8,40.97,296.7,Neutral,4956,85.74,219.52
2031,490.12,108.62,228.05,Positive,4179,86.1,194.73
2031,427.28,10.79,298.0,Negative,8008,86.16,106.26
2032,369.26,149.61,245.05,Neutral,7614,80.02,273.96
2028,145.91,111.64,62.94,Negative,9261,88.96,285.22
2026,196.21,82.18,192.43,Positive,4742,82.7,127.39
2026,362.69,71.09,247.48,Positive,1164,63.92,110.56
2029,450.99,37.86,246.74,Neutral,3665,89.97,259.77
2032,448.29,98.76,260.91,Positive,2688,62.93,203.98
2023,454.69,103.89,295.51,Negative,6203,60.92,292.47
2031,489.41,50.31,272.33,Positive,7521,87.07,247.56
2030,312.79,59.95,248.05,Positive,1256,60.44,252.28
2023,415.72,28.23,70.32,Negative,2308,78.86,207.42
2026,281.76,76.38,166.97,Positive,1442,84.09,156.67
2023,155.38,26.77,225.0,Positive,6766,63.57,262.42
2023,197.54,51.7,190.09,Neutral,6582,73.32,66.08
2031,234.79,51.41,66.76,Negative,2499,84.54,222.97
2032,310.7,23.43,150.5,Negative,7731,81.91,106.88
2030,104.41,139.72,200.83,Positive,9495,78.47,82.58
2027,499.11,44.26,260.56,Positive,5965,66.93,74.61
2026,140.96,113.22,162.61,Neutral,9631,85.7,198.4
2024,375.94,89.18,69.37,Negative,1268,71.64,96.4
2026,307.16,108.61,272.6,Neutral,9011,63.87,109.9
2027,400.55,61.81,93.35,Negative,4276,69.82,84.03
2028,497.35,28.42,62.32,Negative,6684,84.97,261.59
2027,135.18,108.7,140.03,Negative,7468,85.41,127.44
2026,459.25,121.03,186.63,Positive,7704,62.85,130.19
2031,349.04,32.14,265.15,Neutral,1968,87.51,166.97
2031,365.42,31.19,75.82,Negative,8943,72.05,157.27
2029,210.27,34.53,243.68,Negative,3954,64.67,290.0
2028,491.05,10.65,268.42,Negative,8197,62.12,185.24
2026,132.01,43.93,243.42,Negative,7311,87.84,157.19
2024,310.34,120.82,78.82,Positive,4477,84.63,106.19
2031,205.38,38.75,116.06,Positive,3553,87.47,132.25
2024,370.3,122.92,124.13,Neutral,3555,60.79,144.18
2028,223.71,80.34,134.67,Positive,8694,66.5,62.21
2025,400.98,39.24,99.2,Positive,1938,73.6,231.61
2026,497.35,105.03,107.96,Negative,3926,79.23,180.8
2032,390.64,81.36,150.9,Positive,6091,63.72,191.11
2032,184.97,39.17,81.35,Negative,5146,60.95,218.56
2025,490.9,130.88,130.76,Neutral,8980,72.45,87.27
2025,290.68,138.87,231.0,Neutral,1753,73.24,217.78
2028,332.37,97.58,62.93,Neutral,7401,84.23,63.47
2023,326.47,95.7,187.31,Positive,3021,67.34,84.26
2029,396.21,130.72,136.32,Negative,1713,87.0,62.45
2027,147.47,14.06,78.22,Neutral,7734,85.43,239.73
2023,275.05,145.55,288.54,Neutral,9291,68.03,255.01
2031,194.59,58.36,238.23,Neutral,6933,82.8,137.25
2028,429.38,31.6,133.55,Neutral,5925,77.38,194.67
2030,285.4,95.87,118.13,Neutral,2248,63.42,136.92
2032,421.81,96.17,75.22,Neutral,9585,73.57,243.64
2027,289.51,100.79,57.07,Positive,9775,63.88,112.92
2023,269.33,139.26,68.23,Neutral,1282,66.46,131.01
2024,131.06,64.84,88.49,Neutral,6489,78.85,186.81
2026,345.61,130.52,238.3,Positive,8973,70.87,141.26
2030,239.02,96.07,259.38,Negative,3636,72.74,147.99
2029,293.91,24.81,119.48,Neutral,4797,76.5,153.35
2023,429.24,139.34,209.79,Negative,5787,61.77,276.53
2031,193.36,141.78,197.2,Neutral,8103,85.42,169.88
2032,487.79,80.36,93.91,Positive,5852,62.05,53.15
2031,332.54,59.26,108.15,Negative,3054,75.27,297.9
2025,444.78,78.84,81.94,Neutral,7105,63.05,132.09
2031,286.69,24.04,134.03,Positive,3415,70.06,70.59
2023,440.08,59.78,107.4,Negative,7243,69.68,66.89
2026,408.72,135.75,133.43,Neutral,9675,62.85,218.51
2031,136.23,25.88,58.29,Negative,9614,66.28,292.52
2031,360.23,39.77,143.69,Neutral,1800,77.87,128.64
2026,313.4,125.28,295.43,Positive,2486,82.9,74.94
2026,278.59,19.59,92.15,Negative,6441,79.45,192.46
2032,131.07,140.2,226.78,Negative,4597,82.22,200.37
2030,255.67,78.29,297.47,Neutral,1987,68.75,241.28
2032,412.07,57.46,144.92,Positive,5297,72.31,297.1
2032,183.93,147.46,225.49,Negative,5881,72.93,288.59
2027,477.69,92.53,136.13,Negative,8141,87.31,118.5
2026,231.18,69.2,217.37,Neutral,9327,84.6,269.95
2027,284.8,11.73,149.85,Neutral,2028,87.21,273.5
2030,487.74,29.65,196.84,Neutral,5735,81.02,213.66
2029,141.44,28.0,72.85,Positive,4462,80.65,257.71
2030,300.2,121.05,87.54,Positive,2234,88.36,266.18
2024,424.81,31.83,247.49,Positive,1968,87.48,277.12
2025,201.07,55.81,184.28,Neutral,4359,83.71,169.32
2032,409.93,57.23,208.28,Negative,2735,74.92,87.03
2023,242.18,49.42,260.22,Positive,9964,71.9,142.5
2023,166.13,140.96,267.13,Negative,5960,78.75,53.68
2024,329.66,80.11,172.39,Positive,3651,82.67,162.83
2026,372.75,85.75,290.18,Positive,3758,71.46,196.37
2030,162.5,84.97,107.61,Positive,6666,79.13,125.96
2024,499.48,20.04,60.89,Positive,9594,89.13,294.81
2025,452.04,39.95,293.01,Neutral,6938,60.04,263.29
2023,412.39,61.33,294.47,Positive,2540,64.51,166.49
2028,432.89,74.23,198.4,Neutral,3314,79.55,97.19
2027,454.61,88.72,113.02,Negative,8054,71.27,294.84
2028,206.09,28.11,177.75,Positive,3256,78.49,88.79
2023,430.51,15.95,154.94,Neutral,5517,60.46,254.22
2026,243.32,22.02,232.48,Neutral,2154,89.1,281.65
2030,357.39,119.4,158.02,Neutral,4403,78.16,226.38
2024,371.1,86.45,150.23,Negative,5789,68.16,72.08
2024,255.19,63.7,53.93,Negative,4649,61.92,106.57
2027,229.37,82.27,224.93,Neutral,2299,89.77,213.9
2027,428.53,81.65,229.49,Neutral,7347,65.6,213.73
2028,474.8,41.48,167.05,Neutral,3482,72.1,143.52
2027,163.08,82.29,248.21,Neutral,8028,62.14,268.1
2029,341.63,17.64,260.55,Negative,9954,72.12,54.04
2024,431.4,147.28,131.06,Neutral,3755,88.64,133.27
2026,332.07,102.65,230.28,Negative,4283,62.68,69.67
2027,346.7,97.63,124.07,Neutral,7436,83.98,126.6
2030,107.85,112.7,154.43,Positive,2918,79.87,203.28
2028,354.0,91.37,246.27,Negative,9741,67.46,219.55
2025,413.71,103.36,274.97,Neutral,8108,87.02,82.72
2031,319.05,79.25,127.73,Negative,5426,61.05,185.41
2025,138.31,32.45,71.37,Negative,6855,84.67,104.12
2027,183.41,117.11,286.98,Negative,4655,74.69,147.72
2032,350.22,79.33,118.79,Neutral,9239,83.26,250.41
2023,210.95,76.62,167.69,Neutral,3056,73.53,200.91
2023,474.32,118.83,88.0,Negative,8383,63.01,234.55
2032,494.55,83.08,256.6,Positive,5552,81.63,210.72
2031,476.25,38.24,127.44,Neutral,3046,70.76,278.67
2031,131.54,50.17,130.51,Positive,9275,76.14,229.7
2032,388.76,123.49,152.97,Positive,9520,72.12,219.59
2030,163.35,17.29,110.24,Positive,6015,62.56,111.18
2030,333.18,19.73,61.92,Positive,2184,88.26,262.47
2025,469.69,80.74,111.84,Neutral,3418,81.57,269.01
2028,238.63,127.03,239.61,Neutral,6751,63.09,67.95
2028,252.0,130.86,214.95,Negative,9951,82.9,236.37
2032,189.11,27.93,160.09,Negative,8660,67.57,143.44
2028,355.85,34.21,220.69,Negative,8899,89.62,189.97
2031,388.86,96.11,87.7,Neutral,9411,64.11,172.06
2032,401.81,111.03,85.22,Neutral,8210,65.43,249.31
2028,226.61,99.66,159.15,Positive,2104,83.35,64.09
2032,434.92,95.82,93.11,Positive,9898,63.63,105.32
2032,222.42,40.49,131.8,Negative,2345,74.04,108.26
2030,480.35,21.69,51.41,Negative,4360,65.6,273.68
2032,306.55,23.27,130.4,Positive,9814,84.88,250.49
2027,362.66,127.18,143.33,Neutral,9583,75.42,140.84
2026,348.22,68.78,203.32,Negative,9715,67.76,127.32
2024,429.19,92.12,203.26,Neutral,6429,74.04,154.85
2028,393.05,95.98,101.58,Neutral,8413,86.92,84.04
2026,107.33,64.54,222.84,Negative,8437,72.9,222.77
2024,217.09,34.41,247.89,Positive,5870,72.41,288.11
2023,210.2,63.44,143.71,Neutral,9167,74.2,236.06
2032,426.83,125.49,109.27,Neutral,1615,78.34,75.15
2026,122.2,10.35,75.29,Positive,9109,88.84,156.74
2032,158.74,87.14,86.16,Positive,6518,65.87,241.14
2024,417.27,94.06,75.1,Positive,4538,71.2,154.38
2026,362.65,138.64,150.15,Negative,6691,75.69,109.95
2025,282.0,30.95,162.43,Positive,9948,88.29,271.02
2024,315.04,78.87,250.6,Negative,8259,63.8,136.61
2028,183.16,122.05,206.13,Negative,4574,85.53,282.9
2027,412.45,29.56,263.28,Positive,9066,84.86,156.38
2031,322.73,33.98,291.38,Negative,2908,78.7,216.58
2024,182.1,115.72,250.94,Positive,9654,74.66,78.48
2032,207.33,21.23,237.77,Neutral,1018,63.0,190.42
2024,166.95,146.98,143.76,Neutral,7387,74.81,268.5
2026,104.39,134.08,117.87,Negative,7345,85.43,265.97
2027,459.77,120.71,195.5,Neutral,2203,76.58,291.91
2032,260.91,117.05,110.98,Negative,4131,71.28,183.04
2028,302.58,131.92,103.37,Neutral,7196,88.18,157.14
2026,260.16,11.66,81.33,Positive,6293,84.52,183.43
2024,129.55,50.03,141.68,Positive,5533,61.95,182.55
2028,213.05,104.28,54.59,Neutral,2579,67.96,127.51
2027,378.2,90.51,97.32,Positive,3787,60.94,79.71
2023,268.3,108.94,293.32,Neutral,9598,70.27,299.55
2027,111.05,125.34,99.87,Neutral,8169,67.11,156.53
2025,488.4,133.67,286.39,Positive,8701,86.04,82.27
2027,492.91,109.21,65.61,Positive,4331,65.05,231.96
2024,168.69,19.14,160.92,Neutral,4480,62.3,138.88
2024,102.45,74.98,56.16,Neutral,9205,75.55,68.74
2025,468.22,140.89,88.83,Neutral,2283,89.7,170.56
2031,489.73,12.4,286.91,Neutral,6495,60.3,222.29
2025,486.25,32.53,95.31,Negative,6151,79.12,234.85
2027,228.57,116.9,290.05,Neutral,4134,67.4,190.9
2032,398.61,88.39,207.85,Negative,6717,72.98,113.84
2032,174.4,45.67,126.23,Positive,8077,68.98,130.81
2029,369.58,85.23,161.04,Negative,4104,76.42,185.82
2031,481.43,127.55,156.5,Negative,2152,65.31,190.13
2032,363.49,31.08,280.77,Negative,3626,77.38,60.57
2029,198.44,90.84,154.46,Neutral,9382,64.62,226.87
2031,244.66,94.19,202.5,Negative,1027,75.2,117.19
2030,444.95,35.35,186.06,Positive,4870,89.37,117.6
2025,435.75,142.23,118.23,Negative,5443,86.48,124.23
2025,139.61,116.13,199.11,Negative,6965,70.68,92.46
2025,462.7,149.67,91.03,Positive,4010,70.56,157.16
2026,180.35,118.4,228.14,Neutral,5224,71.62,277.26
2029,478.76,14.49,61.4,Neutral,5333,73.09,195.45
2026,232.36,85.94,289.7,Negative,2846,79.64,60.85
2024,464.57,80.22,140.45,Neutral,6271,81.1,100.62
2032,329.57,13.8,115.81,Positive,2781,80.34,138.34
2025,454.18,19.31,288.26,Positive,2157,71.46,72.91
2026,390.7,142.21,202.69,Negative,8983,82.86,115.7
2026,220.16,70.75,70.73,Neutral,4569,74.11,182.55
2028,465.95,29.64,184.41,Negative,2586,62.97,129.7
2032,463.19,18.19,197.08,Neutral,1477,79.81,258.35
2030,416.11,50.43,146.87,Negative,9909,62.8,61.48
2023,447.19,140.11,134.01,Neutral,4669,72.65,148.59
2031,246.15,65.57,255.39,Positive,1792,69.5,291.58
2023,238.08,36.03,51.2,Positive,6171,66.59,212.53
2026,370.06,33.83,97.44,Neutral,2029,74.59,102.44
2031,366.03,127.55,140.09,Positive,6129,83.52,274.3
2030,193.63,67.66,229.02,Neutral,6253,78.1,86.42
2031,182.98,70.62,211.65,Positive,4484,71.52,233.54
2023,193.97,24.05,87.07,Positive,6479,70.18,159.07
2023,209.05,81.07,128.89,Negative,6983,72.94,267.45
2028,206.3,23.28,136.71,Negative,5467,61.03,153.59
2025,367.29,110.36,195.3,Negative,1098,60.64,234.66
2024,230.73,34.14,200.33,Neutral,6578,76.19,222.73
2028,408.62,19.05,205.28,Positive,4731,76.73,289.22
2030,325.94,114.65,161.16,Negative,9935,84.71,209.54
2032,360.94,137.62,144.86,Neutral,3569,75.5,103.36
2028,453.02,42.85,115.59,Neutral,2985,73.93,55.01
2027,222.3,74.34,96.64,Positive,4389,62.97,158.35
2031,291.85,134.26,191.6,Positive,1553,70.17,192.85
2032,363.65,17.08,173.33,Positive,9290,69.79,290.23
2029,360.75,15.41,95.85,Positive,6431,83.41,280.31
2028,242.62,126.6,61.09,Positive,6479,73.09,184.99
2023,272.29,80.24,275.3,Positive,3906,86.03,211.06
2031,370.5,42.31,247.76,Negative,9036,72.18,268.29
2026,227.31,96.96,91.07,Neutral,9697,84.37,169.12
2032,198.86,12.46,204.8,Neutral,9168,86.98,292.48
2027,234.28,84.18,214.58,Neutral,5858,73.38,127.15
2026,450.67,108.11,213.93,Neutral,5446,69.91,107.79
2023,475.21,111.36,187.75,Positive,8592,60.22,297.02
2026,374.75,74.3,191.38,Neutral,2838,83.03,273.89
2025,436.14,27.02,103.75,Positive,5192,64.22,279.33
2024,390.51,81.55,225.55,Positive,9114,69.37,121.25
2027,434.55,106.6,267.44,Positive,7409,70.39,243.6
2031,324.09,38.54,275.71,Positive,6588,71.74,289.98
2030,411.42,129.76,158.9,Negative,2321,66.21,144.26
2030,455.32,64.26,194.06,Neutral,4481,65.65,246.13
2029,297.56,96.62,66.4,Neutral,8798,76.31,181.44
2023,212.16,146.58,95.63,Negative,4405,69.66,136.74
2024,311.96,128.08,108.74,Neutral,9396,89.99,147.19
2032,288.5,13.75,72.98,Neutral,2607,61.03,295.64
2028,137.49,119.33,297.88,Negative,5158,80.48,109.33
2025,477.82,72.18,215.39,Positive,1771,71.28,281.93
